TaskID,Input1,Output1_1,Output1_2
0,0.0,0.1843,0.033857144
0,0.007874016,0.1905531,0.03956439
0,0.015748031,0.19684172,0.04521773
0,0.023622047,0.20309092,0.050970335
0,0.031496063,0.20924604,0.056740854
0,0.03937008,0.21547332,0.062692516
0,0.047244094,0.22161898,0.06882761
0,0.05511811,0.2275489,0.07519873
0,0.062992126,0.23318869,0.08152994
0,0.070866145,0.23888218,0.08803678
0,0.07874016,0.24463786,0.09478612
0,0.08661418,0.24998489,0.101264134
0,0.09448819,0.25536877,0.107939
0,0.10236221,0.26107436,0.11502982
0,0.11023622,0.26680794,0.1224399
0,0.11811024,0.27257705,0.12984629
0,0.12598425,0.27801064,0.1369518
0,0.13385826,0.2833728,0.14392588
0,0.14173229,0.28877673,0.1511517
0,0.1496063,0.29415974,0.15851393
0,0.15748031,0.29960912,0.16601302
0,0.16535433,0.3046169,0.17302415
0,0.17322835,0.30956486,0.1797677
0,0.18110237,0.31491005,0.18672866
0,0.18897638,0.32056826,0.19388889
0,0.19685039,0.32625797,0.20080379
0,0.20472442,0.33209133,0.20741868
0,0.21259843,0.33795622,0.21388389
0,0.22047244,0.3438218,0.22011597
0,0.22834645,0.34985587,0.22616999
0,0.23622048,0.35601497,0.23213404
0,0.24409449,0.36226198,0.23791407
0,0.2519685,0.36857364,0.24360844
0,0.25984251,0.37492496,0.24910472
0,0.26771653,0.38126418,0.25427687
0,0.27559054,0.38766518,0.2594687
0,0.28346458,0.3941848,0.26457706
0,0.2913386,0.40080345,0.2696099
0,0.2992126,0.40742275,0.2746591
0,0.30708662,0.4141091,0.27955234
0,0.31496063,0.42078826,0.2844202
0,0.32283464,0.42743397,0.28919375
0,0.33070865,0.43411583,0.29386845
0,0.33858266,0.44064867,0.2986062
0,0.3464567,0.44723472,0.3032082
0,0.35433072,0.45376748,0.30780166
0,0.36220473,0.4603128,0.31236628
0,0.37007874,0.46677628,0.3168832
0,0.37795275,0.47330272,0.32152307
0,0.38582677,0.4799194,0.32629037
0,0.39370078,0.48651308,0.33100933
0,0.4015748,0.49317688,0.33591205
0,0.40944883,0.49975672,0.34073764
0,0.41732284,0.50639427,0.34563875
0,0.42519686,0.51301014,0.35053393
0,0.43307087,0.5195756,0.35554558
0,0.44094488,0.5260684,0.3603597
0,0.4488189,0.5325979,0.3652691
0,0.4566929,0.53908956,0.37016323
0,0.46456692,0.5456499,0.37510705
0,0.47244096,0.552269,0.3800493
0,0.48031497,0.5588594,0.38497102
0,0.48818898,0.56553394,0.3898814
0,0.496063,0.5722062,0.3946473
0,0.503937,0.57892257,0.3994235
0,0.511811,0.58570397,0.40407428
0,0.51968503,0.59235066,0.40860403
0,0.52755904,0.5990483,0.41291332
0,0.53543305,0.60579896,0.4171137
0,0.54330707,0.6125784,0.42120504
0,0.5511811,0.6194021,0.42518923
0,0.5590551,0.6263129,0.42906454
0,0.56692916,0.6332188,0.43285203
0,0.5748032,0.64016074,0.4365732
0,0.5826772,0.6471869,0.44033143
0,0.5905512,0.6541298,0.44384274
0,0.5984252,0.6610468,0.44739306
0,0.6062992,0.6679383,0.45096463
0,0.61417323,0.67489785,0.45446503
0,0.62204725,0.68181324,0.45787814
0,0.62992126,0.6887152,0.4613656
0,0.63779527,0.6956178,0.46486562
0,0.6456693,0.70263994,0.46830472
0,0.6535433,0.70957875,0.47175574
0,0.6614173,0.7166198,0.47532845
0,0.6692913,0.72355783,0.47878945
0,0.6771653,0.7304833,0.48223016
0,0.68503934,0.7373862,0.4857225
0,0.6929134,0.74428654,0.4892195
0,0.7007874,0.75120264,0.4927606
0,0.70866144,0.7581643,0.49625188
0,0.71653545,0.76516515,0.49970347
0,0.72440946,0.7721036,0.503265
0,0.7322835,0.77907765,0.5067927
0,0.7401575,0.78608817,0.51042986
0,0.7480315,0.7930383,0.51403517
0,0.7559055,0.79992974,0.5177171
0,0.7637795,0.80679935,0.52144253
0,0.77165353,0.81373775,0.5253644
0,0.77952754,0.8205227,0.5293558
0,0.78740156,0.82735395,0.53342754
0,0.79527557,0.8341324,0.5375637
0,0.8031496,0.840899,0.5419542
0,0.8110236,0.8476449,0.5463146
0,0.81889766,0.8543889,0.55065
0,0.8267717,0.8610903,0.5551009
0,0.8346457,0.86776006,0.55966944
0,0.8425197,0.87447584,0.56407017
0,0.8503937,0.8811634,0.5685453
0,0.8582677,0.88781303,0.5729441
0,0.86614174,0.89455223,0.5774505
0,0.87401575,0.90126324,0.58187544
0,0.88188976,0.9080424,0.58626693
0,0.8897638,0.9147899,0.5907142
0,0.8976378,0.9215139,0.59500265
0,0.9055118,0.92820907,0.59941435
0,0.9133858,0.93498254,0.60381126
0,0.9212598,0.9416995,0.60810363
0,0.92913383,0.9484516,0.6124522
0,0.93700784,0.9551835,0.61678904
0,0.9448819,0.9618935,0.62126136
0,0.9527559,0.9686085,0.6256159
0,0.96062994,0.9754041,0.6299507
0,0.96850395,0.9821452,0.6342824
0,0.97637796,0.9888776,0.6386622
0,0.984252,0.9956556,0.64307505
0,0.992126,1.0023402,0.64739466
0,1.0,1.0091,0.65171427
1,0.0,0.1815,0.029428571
1,0.007874016,0.1873386,0.035684213
1,0.015748031,0.19328047,0.041800506
1,0.023622047,0.1991351,0.04807331
1,0.031496063,0.20495784,0.054366305
1,0.03937008,0.21071728,0.060839936
1,0.047244094,0.21643308,0.06736334
1,0.05511811,0.2220338,0.07407846
1,0.062992126,0.2275246,0.080749415
1,0.070866145,0.23291686,0.087604135
1,0.07874016,0.2382641,0.09444688
1,0.08661418,0.24358507,0.101474114
1,0.09448819,0.24895878,0.10858284
1,0.10236221,0.2543715,0.11561232
1,0.11023622,0.25971407,0.12255075
1,0.11811024,0.26506793,0.12951681
1,0.12598425,0.27041554,0.13634485
1,0.13385826,0.27588874,0.14303422
